T_in_C,T_ambient_C,dT_approach,dT_pinch,eta_pump,eta_turbine,coolingMode,q_preheater,q_boiler,w_turbine,q_recuperator,q_desuperheater,q_condenser,w_pump,w_cooler,w_condenser,w_net,dT_range_CT,dT_LMTD_preheater,dT_LMTD_boiler,dT_LMTD_recuperator,T_out_C
30,15,7,5,0.9,0.8,Wet,-707.3151768,-15285.10332,-277.742096,0,124.3810338,15592.75787,2.462498041,2.195654406,418.8194894,145.7355458,1.718131521,7.923660244,2.782069987,,33.82610977
31,15,7,5,0.9,0.8,Wet,-657.3780777,-13189.60628,-257.6657268,0,115.8437601,13475.77939,2.304519533,2.041047408,361.9577173,108.6375574,1.851410891,8.108529374,3.164132665,,34.31296722
32,15,7,5,0.9,0.8,Wet,-592.8356813,-11096.666,-231.9468453,0,104.6879345,11354.95958,2.092676793,1.841053474,304.9927674,76.97965239,1.985426149,8.290206368,3.506539313,,34.7968743
33,15,7,5,0.9,0.8,Wet,-513.3805857,-9003.213555,-200.4967725,0,90.84353282,9227.078596,1.824760668,1.594675741,247.8381553,50.76081918,2.119976022,8.468546536,3.822257017,,35.27703684
34,15,7,5,0.9,0.8,Wet,-420.1017985,-6925.438238,-163.7688426,0,74.48961378,7108.785203,1.503622866,1.30525514,190.9410647,29.98110007,2.256105647,8.645210822,4.116014241,,35.75760193
35,15,7,5,0.9,0.8,Wet,-310.2448698,-4826.644522,-120.7254696,0,55.12028042,4962.161724,1.118081613,0.964179905,133.2830316,14.63982353,2.391430613,8.816869557,4.397298058,,36.22914233
36,15,7,5,0.9,0.8,Wet,-185.7121302,-2734.266781,-72.13574543,0,33.06004109,2815.457032,0.673906574,0.577313856,75.6228171,4.7382921,2.527723853,8.986220918,4.665230483,,36.69868896
37,15,7,5,0.9,0.8,Wet,-46.68474107,-652.0599862,-18.10081517,0,8.326961804,672.4875335,0.170583204,0.145167834,18.06292946,0.277865323,2.665231532,9.153695705,4.921575872,,37.16719454
38,15,7,5,0.9,0.8,Wet,108.1254926,1436.396132,41.8472871,0,-19.3229684,-1483.749182,-0.397813179,-0.336318997,-39.85331396,1.259840968,2.802872651,9.317877239,5.169944078,,37.63043209
39,15,7,5,0.9,0.8,Wet,278.8142703,3531.099391,107.714285,0,-49.92070474,-3653.311537,-1.032865379,-0.867500718,-98.12748236,7.686436546,2.94063664,9.478866977,5.4114606,,38.08838906
40,15,7,5,0.9,0.8,Wet,464.8648088,5623.607391,179.2684826,0,-83.38763186,-5827.550021,-1.733935839,-1.446827957,-156.527251,19.56046781,3.07907394,9.637510886,5.646079861,,38.54321855
41,15,7,5,0.9,0.8,Wet,665.7659787,7705.515648,256.2798979,0,-119.6460527,-7997.856122,-2.500446226,-2.072770613,-214.8213963,36.88528476,3.218740755,9.794621701,5.87367714,,38.99706268
42,15,7,5,0.9,0.8,Wet,883.3862029,9801.158273,339.4415496,0,-159.0422685,-10189.40117,-3.340514538,-2.751197395,-273.6860171,59.66382066,3.358009639,9.948106828,6.097523831,,39.44366072
43,15,7,5,0.9,0.8,Wet,1115.692686,11881.11947,427.9324109,0,-201.2269907,-12371.90084,-4.24808605,-3.475849451,-332.3076801,87.9007953,3.498840655,10.10062275,6.314998317,,39.89054532
44,15,7,5,0.9,0.8,Wet,1364.60274,13970.38746,522.4648774,0,-246.5544616,-14571.20234,-5.231479244,-4.252746935,-391.380638,121.6000132,3.639554109,10.25003163,6.529169473,,40.33128723
45,15,7,5,0.9,0.8,Wet,1630.011951,16066.09103,622.9667605,0,-295.0182911,-16784.40961,-6.291675297,-5.081624669,-450.8271032,160.7663574,3.780331451,10.39665043,6.740066754,,40.76660639
46,15,7,5,0.9,0.8,Wet,1910.682968,18149.62905,728.9234936,0,-346.410943,-18992.40325,-7.425666638,-5.958700028,-510.1335312,205.4055957,3.92242421,10.54213192,6.946151589,,41.20125633
47,15,7,5,0.9,0.8,Wet,2207.127834,20226.53283,840.5007012,0,-400.8358228,-21200.96092,-8.636778308,-6.885625629,-569.4551087,255.5231885,4.065457508,10.68603174,7.148292606,,41.63379844
48,15,7,5,0.9,0.8,Wet,2520.416915,22310.10085,958.0831958,0,-458.4945478,-23423.8703,-9.930279691,-7.865784089,-629.1621714,311.1249606,4.208521008,10.82725746,7.348023698,,42.06080283
49,15,7,5,0.9,0.8,Wet,2850.695259,24400.82068,1081.695427,0,-519.4240216,-25661.70463,-11.30814534,-8.899682654,-689.2701163,372.2174832,4.351570525,10.96581796,7.545573431,,42.48212569
50,15,7,5,0.9,0.8,Wet,3197.141189,26485.66558,1210.981853,0,-583.4903763,-27901.1036,-12.76906085,-9.98483085,-749.4200874,438.8078743,4.495490071,11.10285036,7.739895131,,42.90108647
51,15,7,5,0.9,0.8,Wet,3561.045372,28581.04629,1346.416002,0,-650.9323521,-30159.06232,-14.31901478,-11.12528611,-810.0685707,510.9031303,4.639146008,11.23701532,7.932679199,,43.31345878
52,15,7,5,0.9,0.8,Wet,3939.820375,30649.02793,1486.943117,0,-721.3058774,-32396.55024,-15.95092256,-12.31309071,-870.1672111,588.5118924,4.785146798,11.37149905,8.120610101,,43.72894018
53,15,7,5,0.9,0.8,Wet,4337.712253,32747.52989,1634.204928,0,-795.3679114,-34673.34993,-17.6806303,-13.56144717,-931.3217607,671.64109,4.929488565,11.50152647,8.3090869,,44.13267194
54,15,7,5,0.9,0.8,Wet,4751.378841,34827.84549,1786.845032,0,-872.542339,-36939.3357,-19.49873924,-14.86006295,-992.1858497,760.3003797,5.075531398,11.63115505,8.493831674,,44.53710721
55,15,7,5,0.9,0.8,Wet,5181.65741,36899.91474,1945.156957,0,-952.987185,-39204.83786,-21.40985203,-16.21158479,-1053.036949,854.4985715,5.222586511,11.75957814,8.675876633,,44.93967545
56,15,7,5,0.9,0.8,Wet,5630.01445,38982.74829,2109.689125,0,-1036.96858,-41489.52543,-23.42039415,-17.62059448,-1114.403366,954.2447702,5.369323958,11.88526808,8.856990356,,45.3354883
57,15,7,5,0.9,0.8,Wet,6096.017639,41068.45334,2280.234426,0,-1124.420587,-43785.3467,-25.53073454,-19.08580144,-1176.068833,1059.549058,5.516283996,12.00889786,9.036558568,,45.72654362
58,15,7,5,0.9,0.8,Wet,6579.319438,43150.20168,2456.616528,0,-1215.292661,-46085.3536,-27.74167461,-20.60617907,-1237.846725,1170.421949,5.663937862,12.13104109,9.214077424,,46.114564
59,15,7,5,0.9,0.8,Wet,7079.332694,45217.54878,2638.558618,0,-1309.493582,-48378.88279,-30.05351805,-22.17996463,-1299.450627,1286.874508,5.813015901,12.25254941,9.388752587,,46.50219293
60,15,7,5,0.9,0.8,Wet,7598.695761,47306.63071,2827.090532,0,-1407.488229,-50703.22351,-32.47579372,-23.81532799,-1361.882122,1408.917288,5.960970138,12.37054671,9.56370605,,46.88017157
61,15,7,5,0.9,0.8,Wet,8134.467229,49372.86229,3020.979424,0,-1508.77914,-53012.5732,-35.0022456,-25.50325093,-1423.910961,1536.562966,6.110934894,12.48861088,9.7352612,,47.25986482
62,15,7,5,0.9,0.8,Wet,8688.883118,51446.6443,3221.094996,0,-1613.760234,-55338.31335,-37.64115629,-27.25065316,-1486.380045,1669.823142,6.26076079,12.60433305,9.906024297,,47.63348167
63,15,7,5,0.9,0.8,Wet,9262.307433,53531.38233,3427.550384,0,-1722.501662,-57684.03311,-40.39539581,-29.05868232,-1549.385779,1808.710527,6.410195901,12.71746818,10.07631382,,48.00013032
64,15,7,5,0.9,0.8,Wet,9853.169474,55601.82048,3639.657576,0,-1834.744164,-60023.85142,-43.2632038,-30.922545,-1612.233,1953.238827,6.561025426,12.83002034,10.2441158,,48.36622741
65,15,7,5,0.9,0.8,Wet,10462.90871,57677.01448,3857.969145,0,-1950.741644,-62377.46277,-46.25037306,-32.8466891,-1675.450701,2103.421381,6.711890715,12.94050178,10.41103643,,48.72688544
66,15,7,5,0.9,0.8,Wet,11091.28499,59751.20506,4082.344003,0,-2070.461454,-64739.04319,-49.35858785,-34.83040155,-1738.88245,2259.272563,6.863194474,13.0493771,10.57665243,,49.08354605
67,15,7,5,0.9,0.8,Wet,11737.5495,61810.73303,4312.421789,0,-2193.786117,-67094.6634,-52.58877715,-36.87141264,-1802.154109,2420.80749,7.015907915,13.15771479,10.73992424,,49.43965801
68,15,7,5,0.9,0.8,Wet,12403.60186,63881.91093,4548.958204,0,-2321.043553,-69471.45829,-55.94725503,-38.97555667,-1865.994517,2588.040875,7.168144003,13.26348222,10.90298707,,49.78849386
69,15,7,5,0.9,0.8,Wet,13089.01401,65956.00252,4791.731039,0,-2452.168807,-71860.55217,-59.43548556,-41.14153453,-1930.165274,2760.988745,7.320518945,13.36737106,11.06517546,,50.13225153
70,15,7,5,0.9,0.8,Wet,13793.264,68022.5106,5040.470569,0,-2587.082517,-74251.2767,-63.05518296,-43.36776189,-1994.37983,2939.667794,7.473780186,13.47019681,11.22570303,,50.47357068
71,15,7,5,0.9,0.8,Wet,14516.50621,70081.11768,5295.19181,0,-2725.818745,-76643.42281,-66.80947022,-45.65471992,-2058.63257,3124.095049,7.627946741,13.57198564,11.3845885,,50.8124992
72,15,7,5,0.9,0.8,Wet,15259.5878,72142.35917,5556.211985,0,-2868.525504,-79047.91183,-70.70234787,-48.00499758,-2123.216839,3314.2878,7.782254402,13.67193755,11.54268269,,51.14633038
73,15,7,5,0.9,0.8,Wet,16022.31641,74200.55333,5823.397933,0,-3015.178091,-81459.03011,-74.73638992,-50.41800591,-2187.979168,3510.264369,7.937106224,13.77049226,11.69957613,,51.47647609
74,15,7,5,0.9,0.8,Wet,16805.53855,76266.43948,6097.073159,0,-3165.92231,-83887.89784,-78.91528107,-52.89631823,-2253.218246,3712.043313,8.091719202,13.86684266,11.85611544,,51.80018299
75,15,7,5,0.9,0.8,Wet,17607.90716,78315.55277,6376.585517,0,-3320.54476,-86309.5707,-83.24104763,-55.43581993,-2318.264071,3919.644579,8.24785746,13.96284162,12.01046739,,52.12361857
76,15,7,5,0.9,0.8,Wet,18431.75958,80382.74542,6662.927852,0,-3479.433142,-88759.86222,-87.71821096,-58.04361331,-2384.078589,4133.087439,8.402989863,14.05586721,12.1652959,,52.43792412
77,15,7,5,0.9,0.8,Wet,19275.03849,82431.50045,6955.11697,0,-3642.259647,-91201.51145,-92.34913584,-60.71341398,-2449.660976,4352.393444,8.559758123,14.14866738,12.31787149,,52.75230965
78,15,7,5,0.9,0.8,Wet,20139.30763,84484.28588,7253.803417,0,-3809.284246,-93657.64354,-97.13769436,-63.44995554,-2515.632371,4577.583396,8.716525861,14.23955819,12.46990816,,53.06105608
79,15,7,5,0.9,0.8,Wet,21024.39346,86535.08416,7558.850289,0,-3980.484841,-96122.22976,-102.0872693,-66.25267762,-2581.830843,4808.6795,8.873723518,14.32899281,12.62097591,,53.36565137
80,15,7,5,0.9,0.8,Wet,21929.80569,88572.10113,7869.963119,0,-4155.789621,-98583.35604,-107.2019653,-69.12005049,-2647.936381,5045.704722,9.03220471,14.41784568,12.77022722,,53.66903468
81,15,7,5,0.9,0.8,Wet,22857.61545,90627.35052,8188.05527,0,-4335.534471,-101073.8602,-112.4840063,-72.05833169,-2714.831006,5288.681926,9.18962905,14.50374685,12.92004111,,53.96309625
82,15,7,5,0.9,0.8,Wet,23805.94791,92665.01834,8512.172697,0,-4519.426897,-103557.3056,-117.9389525,-75.06176527,-2781.536032,5537.635946,9.348602154,14.58934531,13.06780276,,54.25682884
83,15,7,5,0.9,0.8,Wet,24776.46941,94710.44655,8843.045638,0,-4707.73631,-106059.7029,-123.5689225,-78.13536554,-2848.750106,5792.591244,9.507267587,14.67277169,13.2153864,,54.54381102
84,15,7,5,0.9,0.8,Wet,25768.95454,96756.09436,9180.500381,0,-4900.431795,-108573.4949,-129.3781441,-81.27838302,-2916.270237,6053.573617,9.666168725,14.7545832,13.36225438,,54.82590659
85,15,7,5,0.9,0.8,Wet,26782.42943,98780.15452,9523.975024,0,-5097.366886,-111076.6155,-135.3734742,-84.48777348,-2983.503739,6320.610037,9.826895616,14.83636936,13.50685162,,55.10855268
86,15,7,5,0.9,0.8,Wet,27819.3936,100824.1764,9874.643154,0,-5298.936282,-113611.5441,-141.5535337,-87.77108147,-3051.591598,6593.726941,9.986399507,14.91509657,13.65218946,,55.38127599
87,15,7,5,0.9,0.8,Wet,28878.0077,102850.0191,10231.49852,0,-5504.858713,-116139.5975,-147.9279831,-91.122602,-3119.49479,6872.953146,10.14746728,14.99353998,13.79554094,,55.6536079
88,15,7,5,0.9,0.8,Wet,29959.88858,104883.5505,10595.28585,0,-5715.388985,-118687.2611,-154.496862,-94.5471792,-3187.92471,7158.317097,10.30819604,15.06981816,13.93877289,,55.91902135
89,15,7,5,0.9,0.8,Wet,31064.75403,106915.0682,10965.7791,0,-5930.487429,-121244.8217,-161.2660392,-98.04384503,-3256.620461,7449.84875,10.46928982,15.14463288,14.08120361,,56.17990772
90,15,7,5,0.9,0.8,Wet,32192.32584,108934.1425,11342.73537,0,-6150.116052,-123801.8594,-168.2425225,-101.6116221,-3325.302169,7747.579058,10.63150742,15.21872919,14.22211098,,56.4388286
91,15,7,5,0.9,0.8,Wet,33343.24793,110948.232,11726.39948,0,-6374.377538,-126366.1324,-175.4295475,-105.2523543,-3394.178214,8051.539369,10.79429448,15.29156248,14.36203966,,56.69387136
92,15,7,5,0.9,0.8,Wet,34518.20294,112966.0556,12117.0503,0,-6603.378973,-128946.6587,-182.8293891,-108.9680082,-3463.49082,8361.76208,10.95700291,15.36250406,14.50161337,,56.94281656
93,15,7,5,0.9,0.8,Wet,35717.55457,114990.1768,12514.79985,0,-6837.178032,-131546.1991,-190.4455357,-112.7595673,-3533.314144,8678.280608,11.11943632,15.43137008,14.6410171,,57.18498577
94,15,7,5,0.9,0.8,Wet,36940.49753,116997.8855,12919.07957,0,-7075.656787,-134141.9368,-198.290092,-116.6243587,-3603.035328,9001.12979,11.28325631,15.49977146,14.77867896,,57.42598406
95,15,7,5,0.9,0.8,Wet,38188.1559,119007.1332,13330.42069,0,-7318.987061,-136752.2437,-206.3624233,-120.5656977,-3673.14784,9330.344728,11.44713555,15.56642324,14.91586153,,57.66129472
96,15,7,5,0.9,0.8,Wet,39460.79808,121017.9569,13748.87101,0,-7567.211159,-139377.3401,-214.6673033,-124.5842373,-3743.657594,9665.961876,11.61106326,15.63131847,15.0525743,,57.89086316
97,15,7,5,0.9,0.8,Wet,40758.45583,123024.7311,14174.32787,0,-7820.335944,-142011.7352,-223.2120456,-128.6798675,-3814.417111,10008.01885,11.7754449,15.69484799,15.18843775,,58.11603577
98,15,7,5,0.9,0.8,Wet,42081.1837,125021.6119,14606.68547,0,-8078.371672,-144649.7433,-232.0048298,-132.8525178,-3885.273672,10356.55445,11.94070177,15.7574129,15.32306255,,58.33820437
99,15,7,5,0.9,0.8,Wet,43429.07846,127002.9624,15045.84612,0,-8341.33464,-147285.9147,-241.0545718,-137.1022147,-3956.0809,10711.60844,12.10723935,15.81939463,15.45607859,,58.55870042
100,15,7,5,0.9,0.8,Wet,44803.84675,129003.2403,15492.78229,0,-8609.47746,-149955.1774,-250.3501106,-141.4341892,-4027.776958,11073.22103,12.27251634,15.87837352,15.5898441,,58.76896108
101,15,7,5,0.9,0.8,Wet,46204.35699,130986.4879,15946.58957,0,-8882.634071,-152621.5364,-259.9151184,-145.8444841,-4099.395019,11441.43495,12.43916631,15.93685349,15.72191783,,58.9778058
102,15,7,5,0.9,0.8,Wet,47631.43831,132965.0398,16407.65336,0,-9160.926652,-155297.6478,-269.7496577,-150.3354619,-4171.27503,11816.29321,12.60627333,15.99396067,15.85314967,,59.18213011
103,15,7,5,0.9,0.8,Wet,49085.94672,134953.4738,16876.41685,0,-9444.480356,-157998.3743,-279.8509512,-154.9096318,-4243.816201,12197.84007,12.772758,16.04867534,15.98452884,,59.37829531
104,15,7,5,0.9,0.8,Wet,50567.47321,136931.3823,17352.39867,0,-9733.234279,-160703.4598,-290.2372989,-159.5652512,-4316.474453,12586.12167,12.94010892,16.10240087,16.11468611,,59.57125701
105,15,7,5,0.9,0.8,Wet,52076.07813,138889.1138,17835.40746,0,-10027.19557,-163403.5114,-300.9225582,-164.3020423,-4388.997494,12981.18537,13.10902256,16.15578447,16.24298844,,59.76330623
106,15,7,5,0.9,0.8,Wet,53613.5565,140870.1304,18326.64892,0,-10326.62556,-166142.296,-311.8835192,-169.1257801,-4462.560898,13383.07872,13.27630312,16.20582403,16.37234877,,59.94374278
107,15,7,5,0.9,0.8,Wet,55178.69335,142825.515,18824.90274,0,-10631.34243,-168871.1246,-323.1614508,-174.0317006,-4535.856888,13791.8527,13.44552413,16.25586591,16.49950842,,60.12446239
108,15,7,5,0.9,0.8,Wet,56772.68806,144780.7178,19330.9035,0,-10941.51864,-171615.7291,-334.7453559,-179.0234917,-4609.576614,14207.55803,13.61481004,16.30414835,16.62617253,,60.29917481
109,15,7,5,0.9,0.8,Wet,58395.90923,146735.592,19844.71478,0,-11257.20394,-174376.2247,-346.6421225,-184.1019231,-4683.723174,14630.24757,13.78416106,16.35066869,16.75233555,,60.46785062
110,15,7,5,0.9,0.8,Wet,60048.5815,148683.9847,20366.24649,0,-11578.42556,-177146.7583,-358.8641411,-189.267171,-4758.139354,15059.97583,13.95401535,16.39583057,16.87759656,,60.63191547
111,15,7,5,0.9,0.8,Wet,61731.06785,150623.506,20895.50971,0,-11905.22991,-179925.2557,-371.4215121,-194.5198591,-4832.769441,15496.79889,14.12453456,16.43977784,17.00180617,,60.79187109
112,15,7,5,0.9,0.8,Wet,63443.82859,152554.9261,21432.59973,0,-12237.67697,-182712.7999,-384.3218942,-199.8609501,-4907.642522,15940.77437,14.29564904,16.48243886,17.12502325,,60.94744903
113,15,7,5,0.9,0.8,Wet,65187.25276,154475.269,21977.51763,0,-12575.81431,-185506.7667,-397.5768471,-205.2910613,-4982.688114,16391.96161,14.46756117,16.52399362,17.2470614,,61.09928357
114,15,7,5,0.9,0.8,Wet,66962.19661,156404.1295,22530.84539,0,-12919.76344,-188326.892,-411.1747914,-210.8128937,-5058.436322,16850.42139,14.63883362,16.56310682,17.3692046,,61.24256709
115,15,7,5,0.9,0.8,Wet,68768.75243,158324.4164,23092.22493,0,-13269.52356,-191156.5617,-425.1413536,-216.4257349,-5134.440888,17316.21695,14.8106953,16.60090843,17.49034209,,61.38134137
116,15,7,5,0.9,0.8,Wet,70607.45695,160239.0207,23661.81434,0,-13625.16271,-193998.9831,-439.4825004,-222.1307662,-5210.787966,17789.4131,14.98292167,16.63718331,17.61066822,,61.51482179
117,15,7,5,0.9,0.8,Wet,72478.53875,162129.388,24239.23038,0,-13986.69171,-196836.2344,-454.2297009,-227.9273808,-5286.996172,18270.07713,15.15683756,16.673142,17.72899119,,61.64735779
118,15,7,5,0.9,0.8,Wet,74383.11218,164037.1501,24825.61715,0,-14354.28158,-199709.7066,-469.3429704,-233.8199922,-5364.17727,18758.27692,15.32941957,16.70599438,17.84800514,,61.76888891
119,15,7,5,0.9,0.8,Wet,76321.06014,165913.4577,25419.83255,0,-14727.87054,-202571.707,-484.8922205,-239.8055867,-5441.050237,19254.0845,15.50417488,16.73895554,17.96456785,,61.8909924
120,15,7,5,0.9,0.8,Wet,78293.38717,167796.5998,26022.93681,0,-15107.61355,-205460.2761,-500.8394666,-245.8881997,-5518.636833,19757.57231,15.67832723,16.7694657,18.08114836,,62.00442825
121,15,7,5,0.9,0.8,Wet,80300.50898,169677.1625,26634.78902,0,-15493.54854,-208366.5402,-517.2062677,-252.068034,-5596.698717,20268.81601,15.85253927,16.7981247,18.1971439,,62.11134747
122,15,7,5,0.9,0.8,Wet,82342.91919,171543.6886,27255.20434,0,-15885.71707,-211279.7059,-534.0194699,-258.3452545,-5674.945977,20787.89364,16.02761344,16.82565763,18.31182776,,62.21436111
123,15,7,5,0.9,0.8,Wet,84421.26277,173401.1773,27884.41259,0,-16284.19541,-214205.1158,-551.2837186,-264.7212699,-5753.522114,21314.88549,16.20317076,16.85170608,18.42552586,,62.31216729
124,15,7,5,0.9,0.8,Wet,86536.15984,175248.5512,28522.49532,0,-16689.04867,-217142.1795,-569.0124988,-271.1970562,-5832.411272,21849.87449,16.37926689,16.87630959,18.53817561,,62.40490225
125,15,7,5,0.9,0.8,Wet,88688.24367,177093.9973,29169.76486,0,-17100.35557,-220099.3252,-587.2046814,-277.7742047,-5911.839828,22392.94615,16.55529899,16.89890524,18.65030053,,62.49052049
126,15,7,5,0.9,0.8,Wet,90878.15815,178929.5152,29826.13895,0,-17518.17215,-223069.2474,-605.8851106,-284.4532538,-5991.611559,22944.18903,16.73181439,16.91998145,18.76139813,,62.57078352
127,15,7,5,0.9,0.8,Wet,93106.59296,180754.4368,30491.72061,0,-17942.5676,-226051.8096,-625.0680048,-291.2352634,-6071.722799,23503.69454,16.90883637,16.93954659,18.87143195,,62.6457166
128,15,7,5,0.9,0.8,Wet,95374.3669,182556.0179,31166.32597,0,-18373.60182,-229035.2474,-644.7903204,-298.1206188,-6151.857558,24071.55747,17.08723529,16.95838239,18.97960791,,62.7181516
129,15,7,5,0.9,0.8,Wet,97682.04177,184358.8388,31850.67711,0,-18811.37014,-232043.8552,-665.0218822,-305.1118978,-6232.668382,24647.87495,17.26525449,16.97487027,19.087476,,62.78221315
130,15,7,5,0.9,0.8,Wet,100030.4257,186152.8587,32544.66194,0,-19255.93466,-235068.4823,-685.7945613,-312.2096435,-6313.90948,25232.74825,17.44357571,16.98961873,19.1944091,,62.84010378
131,15,7,5,0.9,0.8,Wet,102420.3792,187932.3799,33248.28108,0,-19707.3658,-238104.2468,-707.1345355,-319.4147175,-6395.449727,25826.2821,17.6225682,17.00295025,19.30005649,,62.89299158
132,15,7,5,0.9,0.8,Wet,104852.8572,189691.1068,33961.52892,0,-20165.73734,-241145.7691,-729.0713585,-326.7280055,-6477.144629,26428.58492,17.80263574,17.01521868,19.40403337,,62.94216115
133,15,7,5,0.9,0.8,Wet,107328.4191,191446.4434,34684.96431,0,-20631.13363,-244210.3498,-751.5851871,-334.1516145,-6559.458875,27039.76863,17.98253801,17.02527448,19.50742838,,62.98343391
134,15,7,5,0.9,0.8,Wet,109847.9876,193193.733,35418.62737,0,-21103.62854,-247294.1661,-774.7014454,-341.6865113,-6642.28979,27659.94963,18.16256891,17.03336928,19.60995486,,63.01772208
135,15,7,5,0.9,0.8,Wet,112412.7886,194919.6788,36162.36628,0,-21583.29805,-250385.2707,-798.4677045,-349.3333058,-6725.316466,28289.24881,18.34360749,17.0402904,19.710795,,63.04788861
136,15,7,5,0.9,0.8,Wet,115023.3058,196642.9674,36916.77894,0,-22070.22483,-253502.1284,-822.8589239,-357.0941488,-6809.034865,28927.79101,18.52433601,17.04481346,19.81110897,,63.06948087
137,15,7,5,0.9,0.8,Wet,117681.5713,198327.8928,37681.2152,0,-22564.48869,-256611.741,-847.9808041,-364.9687013,-6892.558664,29575.70703,18.70714741,17.04911388,19.90870212,,63.09041522
138,15,7,5,0.9,0.8,Wet,120387.0442,200026.1107,38457.03627,0,-23066.17199,-259763.6722,-873.7255904,-372.9606036,-6977.219135,30233.13094,18.8884904,17.04991529,20.00675892,,63.09877191
139,15,7,5,0.9,0.8,Wet,123142.2287,201693.1651,39243.41207,0,-23575.35963,-262916.8477,-900.2256793,-381.0692009,-7061.913027,30900.20417,19.07133468,17.0499235,20.10255179,,63.10440077
140,15,7,5,0.9,0.8,Wet,125948.1867,203334.2226,40040.65866,0,-24092.13753,-266077.1056,-927.4925549,-389.2960938,-7146.797151,31577.07286,19.25527247,17.04874667,20.19640802,,63.10588069
141,15,7,5,0.9,0.8,Wet,128805.5753,204963.3683,40849.29452,0,-24616.58953,-269258.5709,-955.511372,-397.6432613,-7232.250904,32263.88898,19.43930804,17.04544822,20.28919576,,63.0998071
142,15,7,5,0.9,0.8,Wet,131715.0542,206591.8587,41669.7746,0,-25148.80005,-272472.6095,-984.2713286,-406.1125698,-7318.57957,32960.81114,19.62265124,17.03927476,20.38160385,,63.08344262
143,15,7,5,0.9,0.8,Wet,134680.1147,208172.8799,42501.28752,0,-25688.86591,-275676.7762,-1013.935018,-414.7034335,-7404.64308,33668.00599,19.80833873,17.03301161,20.47078873,,63.06693499
144,15,7,5,0.9,0.8,Wet,137699.6781,209757.0721,43345.17377,0,-26236.86692,-278919.0873,-1044.377765,-423.4194471,-7491.731142,34385.64541,19.99297372,17.02349332,20.55983626,,63.03876731
145,15,7,5,0.9,0.8,Wet,140777.4277,211301.1327,44200.73245,0,-26792.90042,-282160.6885,-1075.760871,-432.2601952,-7578.800137,35113.91125,20.17932614,17.01326572,20.64612489,,63.00821741
146,15,7,5,0.9,0.8,Wet,143913.7909,212826.1041,45068.67348,0,-27357.05338,-285422.2169,-1108.048788,-441.2280423,-7666.404376,35852.99227,20.36594881,17.00096354,20.7309383,,62.97032471
147,15,7,5,0.9,0.8,Wet,147109.9942,214337.0876,45949.36678,0,-27929.41801,-288709.5506,-1141.253592,-450.3247113,-7754.701739,36603.08674,20.5524466,16.98619171,20.81458948,,62.92366285
148,15,7,5,0.9,0.8,Wet,150369.7077,215803.5878,46842.44982,0,-28510.08567,-291996.2735,-1175.513568,-459.5502853,-7842.982698,37364.40327,20.74068568,16.97067358,20.89524777,,62.87451684
149,15,7,5,0.9,0.8,Wet,153692.3076,217261.7385,47748.97197,0,-29099.15122,-295316.6594,-1210.736412,-468.9079581,-7932.167839,38137.15976,20.92828116,16.95214896,20.97509641,,62.81467496
150,15,7,5,0.9,0.8,Wet,157081.7458,218681.8087,48668.6243,0,-29696.70327,-298645.2924,-1247.065441,-478.3978137,-8021.574498,38921.58654,21.11702098,16.93227335,21.05235505,,62.75017697
151,15,7,5,0.9,0.8,Wet,160539.2389,220074.9469,49601.96384,0,-30302.8364,-301993.8846,-1284.49909,-488.0219073,-8111.517259,39717.92559,21.30610114,16.91026553,21.12770169,,62.67819736
152,15,7,5,0.9,0.8,Wet,164066.89,221440.9527,50549.32904,0,-30917.64455,-305363.9474,-1323.078228,-497.7817698,-8202.036715,40526.43233,21.49543088,16.88601261,21.20113155,,62.59834471
153,15,7,5,0.9,0.8,Wet,167668.3624,222763.6052,51510.76321,0,-31541.20719,-308742.91,-1362.912798,-507.6779803,-8292.79522,41347.37721,21.68588316,16.86032376,21.27168461,,62.51358085
154,15,7,5,0.9,0.8,Wet,171346.8181,224036.429,52486.53576,0,-32173.60028,-312127.1924,-1404.081368,-517.7115184,-8383.696614,42181.04626,21.8777002,16.83341761,21.33898719,,62.42471984
155,15,7,5,0.9,0.8,Wet,175102.136,225288.5379,53477.62605,0,-32814.94448,-315544.6133,-1446.509947,-527.8856929,-8475.488103,43027.74231,22.06899103,16.80345317,21.40478258,,62.32509686
156,15,7,5,0.9,0.8,Wet,178940.5022,226484.8984,54483.80003,0,-33465.27738,-318966.7293,-1490.406141,-538.1995988,-8567.405703,43887.78858,22.26168869,16.77227685,21.46699678,,62.2214443
157,15,7,5,0.9,0.8,Wet,182861.8501,227655.2243,55506.0906,0,-34124.7319,-322421.9449,-1535.692981,-548.6567784,-8660.212355,44761.52849,22.45387734,16.73800611,21.5274041,,62.10695644
158,15,7,5,0.9,0.8,Wet,186872.8397,228767.225,56544.39681,0,-34793.32289,-325884.9281,-1582.583061,-559.2561239,-8753.227641,45649.32998,22.64725377,16.70228095,21.58410032,,61.98761593
159,15,7,5,0.9,0.8,Wet,190978.6985,229807.9835,57599.03859,0,-35471.06959,-329347.7882,-1631.214349,-569.9974985,-8846.239622,46551.58712,22.84231423,16.66559703,21.63633666,,61.86524859
160,15,7,5,0.9,0.8,Wet,195178.9434,230813.7781,58671.25713,0,-36158.13632,-332844.8083,-1681.480293,-580.8852615,-8940.169138,47468.72243,23.03677321,16.62567981,21.68626931,,61.73164507
